time_sec,timestamp_utc,role,mmsi,name,x_nm,y_nm,lat,lon,sog_kn,cog_deg,heading_deg,message_type,expected_level,computed_level,cpa_nm,tcpa_sec,source,raw_aivdm,rx_signalpower_db,rx_ppm,rx_timestamp_raw
23.0,,own,999510000,OWN SHIP,0.0,0.0575,-37.883041666666664,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
23.0,,target,999510101,CROSS STBD,0.6233333333333333,0.525,-37.87525,144.96316289546328,12.0,270.0,270.0,18,danger,danger,0.0,186.99999999999997,synthetic,,,,
24.0,,own,999510000,OWN SHIP,0.0,0.06,-37.883,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
24.0,,target,999510101,CROSS STBD,0.62,0.525,-37.87525,144.96309250564798,12.0,270.0,270.0,18,danger,danger,5.551115123125783e-17,186.0,synthetic,,,,
25.0,,own,999510000,OWN SHIP,0.0,0.0625,-37.882958333333335,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
25.0,,target,999510101,CROSS STBD,0.6166666666666666,0.525,-37.87525,144.96302211583267,12.0,270.0,270.0,18,danger,danger,1.2412670766236366e-16,184.99999999999994,synthetic,,,,
26.0,,own,999510000,OWN SHIP,0.0,0.065,-37.88291666666667,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
26.0,,target,999510101,CROSS STBD,0.6133333333333333,0.525,-37.87525,144.96295172601737,12.0,270.0,270.0,18,danger,danger,1.2412670766236366e-16,183.99999999999994,synthetic,,,,
27.0,,own,999510000,OWN SHIP,0.0,0.0675,-37.882875,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
27.0,,target,999510101,CROSS STBD,0.61,0.525,-37.87525,144.96288133620203,12.0,270.0,270.0,18,danger,danger,5.551115123125783e-17,183.0,synthetic,,,,
28.0,,own,999510000,OWN SHIP,0.0,0.07,-37.88283333333333,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
28.0,,target,999510101,CROSS STBD,0.6066666666666666,0.525,-37.87525,144.96281094638672,12.0,270.0,270.0,18,danger,danger,1.2412670766236366e-16,182.0,synthetic,,,,
29.0,,own,999510000,OWN SHIP,0.0,0.0725,-37.88279166666667,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
29.0,,target,999510101,CROSS STBD,0.6033333333333333,0.525,-37.87525,144.96274055657142,12.0,270.0,270.0,18,danger,danger,0.0,180.99999999999997,synthetic,,,,
30.0,,own,999510000,OWN SHIP,0.0,0.075,-37.88275,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
30.0,,target,999510101,CROSS STBD,0.6,0.525,-37.87525,144.9626701667561,12.0,270.0,270.0,18,danger,danger,0.0,179.99999999999997,synthetic,,,,
31.0,,own,999510000,OWN SHIP,0.0,0.0775,-37.88270833333333,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
31.0,,target,999510101,CROSS STBD,0.5966666666666666,0.525,-37.87525,144.9625997769408,12.0,270.0,270.0,18,danger,danger,0.0,178.99999999999997,synthetic,,,,
32.0,,own,999510000,OWN SHIP,0.0,0.08,-37.882666666666665,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
32.0,,target,999510101,CROSS STBD,0.5933333333333333,0.525,-37.87525,144.9625293871255,12.0,270.0,270.0,18,danger,danger,0.0,177.99999999999997,synthetic,,,,
33.0,,own,999510000,OWN SHIP,0.0,0.0825,-37.882625,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
33.0,,target,999510101,CROSS STBD,0.59,0.525,-37.87525,144.96245899731016,12.0,270.0,270.0,18,danger,danger,1.2412670766236366e-16,176.99999999999994,synthetic,,,,
34.0,,own,999510000,OWN SHIP,0.0,0.085,-37.882583333333336,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
34.0,,target,999510101,CROSS STBD,0.5866666666666667,0.525,-37.87525,144.96238860749486,12.0,270.0,270.0,18,danger,danger,5.551115123125783e-17,176.0,synthetic,,,,
35.0,,own,999510000,OWN SHIP,0.0,0.08750000000000001,-37.88254166666667,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
35.0,,target,999510101,CROSS STBD,0.5833333333333333,0.525,-37.87525,144.96231821767955,12.0,270.0,270.0,18,danger,danger,0.0,174.99999999999997,synthetic,,,,
36.0,,own,999510000,OWN SHIP,0.0,0.09,-37.8825,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
36.0,,target,999510101,CROSS STBD,0.58,0.525,-37.87525,144.96224782786425,12.0,270.0,270.0,18,danger,danger,1.2412670766236366e-16,174.0,synthetic,,,,
37.0,,own,999510000,OWN SHIP,0.0,0.0925,-37.88245833333333,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
37.0,,target,999510101,CROSS STBD,0.5766666666666667,0.525,-37.87525,144.96217743804894,12.0,270.0,270.0,18,danger,danger,0.0,172.99999999999997,synthetic,,,,
38.0,,own,999510000,OWN SHIP,0.0,0.095,-37.882416666666664,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
38.0,,target,999510101,CROSS STBD,0.5733333333333333,0.525,-37.87525,144.9621070482336,12.0,270.0,270.0,18,danger,danger,5.551115123125783e-17,171.99999999999997,synthetic,,,,
39.0,,own,999510000,OWN SHIP,0.0,0.0975,-37.882375,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
39.0,,target,999510101,CROSS STBD,0.57,0.525,-37.87525,144.9620366584183,12.0,270.0,270.0,18,danger,danger,0.0,170.99999999999997,synthetic,,,,
40.0,,own,999510000,OWN SHIP,0.0,0.1,-37.882333333333335,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
40.0,,target,999510101,CROSS STBD,0.5666666666666667,0.525,-37.87525,144.961966268603,12.0,270.0,270.0,18,danger,danger,5.551115123125783e-17,170.0,synthetic,,,,
41.0,,own,999510000,OWN SHIP,0.0,0.10250000000000001,-37.88229166666667,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
41.0,,target,999510101,CROSS STBD,0.5633333333333332,0.525,-37.87525,144.9618958787877,12.0,270.0,270.0,18,danger,danger,1.2412670766236366e-16,168.99999999999994,synthetic,,,,
42.0,,own,999510000,OWN SHIP,0.0,0.105,-37.88225,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
42.0,,target,999510101,CROSS STBD,0.5599999999999999,0.525,-37.87525,144.96182548897238,12.0,270.0,270.0,18,danger,danger,1.2412670766236366e-16,168.0,synthetic,,,,
43.0,,own,999510000,OWN SHIP,0.0,0.1075,-37.88220833333333,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
43.0,,target,999510101,CROSS STBD,0.5566666666666666,0.525,-37.87525,144.96175509915705,12.0,270.0,270.0,18,danger,danger,1.2412670766236366e-16,167.0,synthetic,,,,
44.0,,own,999510000,OWN SHIP,0.0,0.11,-37.88216666666667,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
44.0,,target,999510101,CROSS STBD,0.5533333333333332,0.525,-37.87525,144.96168470934174,12.0,270.0,270.0,18,danger,danger,0.0,165.99999999999997,synthetic,,,,
45.0,,own,999510000,OWN SHIP,0.0,0.1125,-37.882125,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
45.0,,target,999510101,CROSS STBD,0.5499999999999999,0.525,-37.87525,144.96161431952643,12.0,270.0,270.0,18,danger,danger,0.0,164.99999999999997,synthetic,,,,
46.0,,own,999510000,OWN SHIP,0.0,0.115,-37.882083333333334,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
46.0,,target,999510101,CROSS STBD,0.5466666666666666,0.525,-37.87525,144.96154392971113,12.0,270.0,270.0,18,danger,danger,0.0,163.99999999999997,synthetic,,,,
47.0,,own,999510000,OWN SHIP,0.0,0.11750000000000001,-37.882041666666666,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
47.0,,target,999510101,CROSS STBD,0.5433333333333332,0.525,-37.87525,144.96147353989582,12.0,270.0,270.0,18,danger,danger,0.0,162.99999999999997,synthetic,,,,
48.0,,own,999510000,OWN SHIP,0.0,0.12,-37.882,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
48.0,,target,999510101,CROSS STBD,0.5399999999999999,0.525,-37.87525,144.96140315008049,12.0,270.0,270.0,18,danger,danger,0.0,161.99999999999997,synthetic,,,,
49.0,,own,999510000,OWN SHIP,0.0,0.1225,-37.88195833333334,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
49.0,,target,999510101,CROSS STBD,0.5366666666666666,0.525,-37.87525,144.96133276026518,12.0,270.0,270.0,18,danger,danger,0.0,160.99999999999997,synthetic,,,,
50.0,,own,999510000,OWN SHIP,0.0,0.125,-37.88191666666667,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
50.0,,target,999510101,CROSS STBD,0.5333333333333332,0.525,-37.87525,144.96126237044987,12.0,270.0,270.0,18,danger,danger,1.1102230246251565e-16,159.99999999999994,synthetic,,,,
51.0,,own,999510000,OWN SHIP,0.0,0.1275,-37.881875,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
51.0,,target,999510101,CROSS STBD,0.5299999999999999,0.525,-37.87525,144.96119198063457,12.0,270.0,270.0,18,danger,danger,1.2412670766236366e-16,159.0,synthetic,,,,
52.0,,own,999510000,OWN SHIP,0.0,0.13,-37.88183333333333,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
52.0,,target,999510101,CROSS STBD,0.5266666666666666,0.525,-37.87525,144.96112159081926,12.0,270.0,270.0,18,danger,danger,1.2412670766236366e-16,158.0,synthetic,,,,
53.0,,own,999510000,OWN SHIP,0.0,0.1325,-37.881791666666665,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
53.0,,target,999510101,CROSS STBD,0.5233333333333333,0.525,-37.87525,144.96105120100393,12.0,270.0,270.0,18,danger,danger,0.0,156.99999999999997,synthetic,,,,
54.0,,own,999510000,OWN SHIP,0.0,0.135,-37.881750000000004,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
54.0,,target,999510101,CROSS STBD,0.5199999999999999,0.525,-37.87525,144.96098081118862,12.0,270.0,270.0,18,danger,danger,0.0,155.99999999999997,synthetic,,,,
55.0,,own,999510000,OWN SHIP,0.0,0.1375,-37.881708333333336,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
55.0,,target,999510101,CROSS STBD,0.5166666666666666,0.525,-37.87525,144.9609104213733,12.0,270.0,270.0,18,danger,danger,0.0,154.99999999999997,synthetic,,,,
56.0,,own,999510000,OWN SHIP,0.0,0.14,-37.88166666666667,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
56.0,,target,999510101,CROSS STBD,0.5133333333333333,0.525,-37.87525,144.960840031558,12.0,270.0,270.0,18,danger,danger,1.2412670766236366e-16,154.0,synthetic,,,,
57.0,,own,999510000,OWN SHIP,0.0,0.14250000000000002,-37.881625,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
57.0,,target,999510101,CROSS STBD,0.51,0.525,-37.87525,144.9607696417427,12.0,270.0,270.0,18,danger,danger,1.1102230246251565e-16,152.99999999999997,synthetic,,,,
58.0,,own,999510000,OWN SHIP,0.0,0.145,-37.88158333333333,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
58.0,,target,999510101,CROSS STBD,0.5066666666666666,0.525,-37.87525,144.96069925192737,12.0,270.0,270.0,18,danger,danger,0.0,151.99999999999997,synthetic,,,,
59.0,,own,999510000,OWN SHIP,0.0,0.1475,-37.881541666666664,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
59.0,,target,999510101,CROSS STBD,0.5033333333333333,0.525,-37.87525,144.96062886211206,12.0,270.0,270.0,18,danger,danger,1.1102230246251565e-16,151.0,synthetic,,,,
60.0,,own,999510000,OWN SHIP,0.0,0.15,-37.8815,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
60.0,,target,999510101,CROSS STBD,0.49999999999999994,0.525,-37.87525,144.96055847229675,12.0,270.0,270.0,18,danger,danger,7.850462293418876e-17,150.0,synthetic,,,,
61.0,,own,999510000,OWN SHIP,0.0,0.1525,-37.881458333333335,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
61.0,,target,999510101,CROSS STBD,0.4966666666666666,0.525,-37.87525,144.96048808248145,12.0,270.0,270.0,18,danger,danger,5.551115123125783e-17,148.99999999999997,synthetic,,,,
62.0,,own,999510000,OWN SHIP,0.0,0.155,-37.88141666666667,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
62.0,,target,999510101,CROSS STBD,0.4933333333333333,0.525,-37.87525,144.96041769266614,12.0,270.0,270.0,18,danger,danger,0.0,147.99999999999997,synthetic,,,,
63.0,,own,999510000,OWN SHIP,0.0,0.1575,-37.881375,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
63.0,,target,999510101,CROSS STBD,0.48999999999999994,0.525,-37.87525,144.96034730285083,12.0,270.0,270.0,18,danger,danger,5.551115123125783e-17,146.99999999999997,synthetic,,,,
64.0,,own,999510000,OWN SHIP,0.0,0.16,-37.88133333333333,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
64.0,,target,999510101,CROSS STBD,0.4866666666666666,0.525,-37.87525,144.9602769130355,12.0,270.0,270.0,18,danger,danger,0.0,145.99999999999997,synthetic,,,,
65.0,,own,999510000,OWN SHIP,0.0,0.1625,-37.88129166666667,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
65.0,,target,999510101,CROSS STBD,0.4833333333333333,0.525,-37.87525,144.9602065232202,12.0,270.0,270.0,18,danger,danger,5.551115123125783e-17,144.99999999999997,synthetic,,,,
66.0,,own,999510000,OWN SHIP,0.0,0.165,-37.88125,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
66.0,,target,999510101,CROSS STBD,0.48,0.525,-37.87525,144.9601361334049,12.0,270.0,270.0,18,danger,danger,1.2412670766236366e-16,144.0,synthetic,,,,
67.0,,own,999510000,OWN SHIP,0.0,0.1675,-37.88120833333333,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
67.0,,target,999510101,CROSS STBD,0.47666666666666657,0.525,-37.87525,144.96006574358958,12.0,270.0,270.0,18,danger,danger,7.850462293418876e-17,142.99999999999997,synthetic,,,,
68.0,,own,999510000,OWN SHIP,0.0,0.17,-37.881166666666665,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
68.0,,target,999510101,CROSS STBD,0.4733333333333333,0.525,-37.87525,144.95999535377427,12.0,270.0,270.0,18,danger,danger,1.5700924586837752e-16,142.0,synthetic,,,,
69.0,,own,999510000,OWN SHIP,0.0,0.17250000000000001,-37.881125,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
69.0,,target,999510101,CROSS STBD,0.47,0.525,-37.87525,144.95992496395894,12.0,270.0,270.0,18,danger,danger,7.850462293418876e-17,140.99999999999997,synthetic,,,,
70.0,,own,999510000,OWN SHIP,0.0,0.17500000000000002,-37.881083333333336,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
70.0,,target,999510101,CROSS STBD,0.4666666666666666,0.525,-37.87525,144.95985457414363,12.0,270.0,270.0,18,danger,danger,0.0,139.99999999999997,synthetic,,,,
71.0,,own,999510000,OWN SHIP,0.0,0.1775,-37.88104166666667,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
71.0,,target,999510101,CROSS STBD,0.46333333333333326,0.525,-37.87525,144.95978418432833,12.0,270.0,270.0,18,danger,danger,5.551115123125783e-17,138.99999999999997,synthetic,,,,
72.0,,own,999510000,OWN SHIP,0.0,0.18,-37.881,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
72.0,,target,999510101,CROSS STBD,0.45999999999999996,0.525,-37.87525,144.95971379451302,12.0,270.0,270.0,18,danger,danger,7.850462293418876e-17,138.0,synthetic,,,,
73.0,,own,999510000,OWN SHIP,0.0,0.1825,-37.88095833333333,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
73.0,,target,999510101,CROSS STBD,0.4566666666666666,0.525,-37.87525,144.95964340469772,12.0,270.0,270.0,18,danger,danger,5.551115123125783e-17,136.99999999999997,synthetic,,,,
74.0,,own,999510000,OWN SHIP,0.0,0.185,-37.880916666666664,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
74.0,,target,999510101,CROSS STBD,0.45333333333333325,0.525,-37.87525,144.95957301488238,12.0,270.0,270.0,18,danger,danger,5.551115123125783e-17,135.99999999999997,synthetic,,,,
75.0,,own,999510000,OWN SHIP,0.0,0.1875,-37.880875,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
75.0,,target,999510101,CROSS STBD,0.44999999999999996,0.525,-37.87525,144.95950262506707,12.0,270.0,270.0,18,danger,danger,7.850462293418876e-17,135.0,synthetic,,,,
76.0,,own,999510000,OWN SHIP,0.0,0.19,-37.880833333333335,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
76.0,,target,999510101,CROSS STBD,0.4466666666666666,0.525,-37.87525,144.95943223525177,12.0,270.0,270.0,18,danger,danger,1.2412670766236366e-16,134.0,synthetic,,,,
77.0,,own,999510000,OWN SHIP,0.0,0.1925,-37.88079166666667,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
77.0,,target,999510101,CROSS STBD,0.44333333333333325,0.525,-37.87525,144.95936184543646,12.0,270.0,270.0,18,danger,danger,0.0,132.99999999999997,synthetic,,,,
78.0,,own,999510000,OWN SHIP,0.0,0.195,-37.88075,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
78.0,,target,999510101,CROSS STBD,0.43999999999999995,0.525,-37.87525,144.95929145562116,12.0,270.0,270.0,18,danger,danger,0.0,131.99999999999997,synthetic,,,,
79.0,,own,999510000,OWN SHIP,0.0,0.1975,-37.88070833333333,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
79.0,,target,999510101,CROSS STBD,0.4366666666666666,0.525,-37.87525,144.95922106580582,12.0,270.0,270.0,18,danger,danger,0.0,130.99999999999997,synthetic,,,,
80.0,,own,999510000,OWN SHIP,0.0,0.2,-37.88066666666667,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
80.0,,target,999510101,CROSS STBD,0.4333333333333333,0.525,-37.87525,144.95915067599051,12.0,270.0,270.0,18,danger,danger,7.850462293418876e-17,130.0,synthetic,,,,
81.0,,own,999510000,OWN SHIP,0.0,0.2025,-37.880625,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
81.0,,target,999510101,CROSS STBD,0.42999999999999994,0.525,-37.87525,144.9590802861752,12.0,270.0,270.0,18,danger,danger,0.0,128.99999999999997,synthetic,,,,
82.0,,own,999510000,OWN SHIP,0.0,0.20500000000000002,-37.880583333333334,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
82.0,,target,999510101,CROSS STBD,0.4266666666666666,0.525,-37.87525,144.9590098963599,12.0,270.0,270.0,18,danger,danger,0.0,127.99999999999997,synthetic,,,,
83.0,,own,999510000,OWN SHIP,0.0,0.20750000000000002,-37.880541666666666,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
83.0,,target,999510101,CROSS STBD,0.4233333333333333,0.525,-37.87525,144.9589395065446,12.0,270.0,270.0,18,danger,danger,7.850462293418876e-17,127.0,synthetic,,,,
84.0,,own,999510000,OWN SHIP,0.0,0.21,-37.8805,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
84.0,,target,999510101,CROSS STBD,0.41999999999999993,0.525,-37.87525,144.95886911672926,12.0,270.0,270.0,18,danger,danger,7.850462293418876e-17,125.99999999999999,synthetic,,,,
85.0,,own,999510000,OWN SHIP,0.0,0.2125,-37.88045833333334,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
85.0,,target,999510101,CROSS STBD,0.41666666666666663,0.525,-37.87525,144.95879872691395,12.0,270.0,270.0,18,danger,danger,0.0,124.99999999999999,synthetic,,,,
86.0,,own,999510000,OWN SHIP,0.0,0.215,-37.88041666666667,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
86.0,,target,999510101,CROSS STBD,0.4133333333333333,0.525,-37.87525,144.95872833709865,12.0,270.0,270.0,18,danger,danger,5.551115123125783e-17,123.99999999999997,synthetic,,,,
87.0,,own,999510000,OWN SHIP,0.0,0.2175,-37.880375,144.95,9.0,0.0,0.0,1,,,,,synthetic,,,,
87.0,,target,999510101,CROSS STBD,0.4099999999999999,0.525,-37.87525,144.95865794728334,12.0,270.0,270.0,18,danger,danger,0.0,122.99999999999997,synthetic,,,,
