safety_text,destination_mmsi,sequence_number,time_sec,timestamp_utc,role,mmsi,name,x_nm,y_nm,lat,lon,sog_kn,cog_deg,heading_deg,message_type,expected_level,computed_level,cpa_nm,tcpa_sec,source,raw_aivdm,rx_signalpower_db,rx_ppm,rx_timestamp_raw,ship_type,aton_type,aton_virtual,aton_off_position
,,0,9.0,,own,999510000,OWN SHIP,0.0,0.0225,-38.049625,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,9.0,,target,999510101,TEST VESSEL,0.6699999999999999,0.525,-38.04125,144.8641803769856,12.0,270.0,270.0,1,,danger,0.0,200.99999999999997,synthetic,,,,,60,0,False,False
,,0,10.0,,own,999510000,OWN SHIP,0.0,0.025,-38.04958333333333,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,10.0,,target,999510101,TEST VESSEL,0.6666666666666666,0.525,-38.04125,144.86410982784636,12.0,270.0,270.0,1,,danger,0.0,199.99999999999997,synthetic,,,,,60,0,False,False
TEST - CAUTION CROSSING TRAFFIC,,0,10.0,,message,999510101,,,,,,,,,14,,,,,synthetic,,,,,,,False,False
,,0,11.0,,own,999510000,OWN SHIP,0.0,0.0275,-38.04954166666666,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,11.0,,target,999510101,TEST VESSEL,0.6633333333333333,0.525,-38.04125,144.86403927870714,12.0,270.0,270.0,1,,danger,1.1102230246251565e-16,199.0,synthetic,,,,,60,0,False,False
,,0,12.0,,own,999510000,OWN SHIP,0.0,0.03,-38.049499999999995,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,12.0,,target,999510101,TEST VESSEL,0.6599999999999999,0.525,-38.04125,144.8639687295679,12.0,270.0,270.0,1,,danger,5.551115123125783e-17,197.99999999999997,synthetic,,,,,60,0,False,False
,,0,13.0,,own,999510000,OWN SHIP,0.0,0.0325,-38.049458333333334,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,13.0,,target,999510101,TEST VESSEL,0.6566666666666666,0.525,-38.04125,144.86389818042866,12.0,270.0,270.0,1,,danger,0.0,196.99999999999997,synthetic,,,,,60,0,False,False
,,0,14.0,,own,999510000,OWN SHIP,0.0,0.035,-38.049416666666666,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,14.0,,target,999510101,TEST VESSEL,0.6533333333333333,0.525,-38.04125,144.86382763128944,12.0,270.0,270.0,1,,danger,5.551115123125783e-17,195.99999999999997,synthetic,,,,,60,0,False,False
,,0,15.0,,own,999510000,OWN SHIP,0.0,0.0375,-38.049375,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,15.0,,target,999510101,TEST VESSEL,0.6499999999999999,0.525,-38.04125,144.86375708215022,12.0,270.0,270.0,1,,danger,0.0,194.99999999999997,synthetic,,,,,60,0,False,False
,,0,16.0,,own,999510000,OWN SHIP,0.0,0.04,-38.04933333333333,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,16.0,,target,999510101,TEST VESSEL,0.6466666666666666,0.525,-38.04125,144.86368653301096,12.0,270.0,270.0,1,,danger,0.0,193.99999999999997,synthetic,,,,,60,0,False,False
,,0,17.0,,own,999510000,OWN SHIP,0.0,0.0425,-38.04929166666666,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,17.0,,target,999510101,TEST VESSEL,0.6433333333333333,0.525,-38.04125,144.86361598387174,12.0,270.0,270.0,1,,danger,0.0,192.99999999999997,synthetic,,,,,60,0,False,False
,,0,18.0,,own,999510000,OWN SHIP,0.0,0.045,-38.04925,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,18.0,,target,999510101,TEST VESSEL,0.6399999999999999,0.525,-38.04125,144.86354543473252,12.0,270.0,270.0,1,,danger,1.1102230246251565e-16,191.99999999999994,synthetic,,,,,60,0,False,False
,,0,19.0,,own,999510000,OWN SHIP,0.0,0.0475,-38.04920833333333,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,19.0,,target,999510101,TEST VESSEL,0.6366666666666666,0.525,-38.04125,144.86347488559326,12.0,270.0,270.0,1,,danger,0.0,190.99999999999997,synthetic,,,,,60,0,False,False
,,0,20.0,,own,999510000,OWN SHIP,0.0,0.05,-38.049166666666665,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,20.0,,target,999510101,TEST VESSEL,0.6333333333333333,0.525,-38.04125,144.86340433645404,12.0,270.0,270.0,1,,danger,1.2412670766236366e-16,190.0,synthetic,,,,,60,0,False,False
,,0,21.0,,own,999510000,OWN SHIP,0.0,0.0525,-38.049125,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,21.0,,target,999510101,TEST VESSEL,0.6299999999999999,0.525,-38.04125,144.86333378731482,12.0,270.0,270.0,1,,danger,0.0,188.99999999999997,synthetic,,,,,60,0,False,False
,,0,22.0,,own,999510000,OWN SHIP,0.0,0.055,-38.04908333333333,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,22.0,,target,999510101,TEST VESSEL,0.6266666666666666,0.525,-38.04125,144.8632632381756,12.0,270.0,270.0,1,,danger,0.0,187.99999999999997,synthetic,,,,,60,0,False,False
,,0,23.0,,own,999510000,OWN SHIP,0.0,0.0575,-38.04904166666666,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,23.0,,target,999510101,TEST VESSEL,0.6233333333333333,0.525,-38.04125,144.86319268903634,12.0,270.0,270.0,1,,danger,0.0,186.99999999999997,synthetic,,,,,60,0,False,False
,,0,24.0,,own,999510000,OWN SHIP,0.0,0.06,-38.049,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,24.0,,target,999510101,TEST VESSEL,0.62,0.525,-38.04125,144.86312213989711,12.0,270.0,270.0,1,,danger,5.551115123125783e-17,186.0,synthetic,,,,,60,0,False,False
,,0,25.0,,own,999510000,OWN SHIP,0.0,0.0625,-38.04895833333333,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,25.0,,target,999510101,TEST VESSEL,0.6166666666666666,0.525,-38.04125,144.8630515907579,12.0,270.0,270.0,1,,danger,1.2412670766236366e-16,184.99999999999994,synthetic,,,,,60,0,False,False
,,0,26.0,,own,999510000,OWN SHIP,0.0,0.065,-38.04891666666666,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,26.0,,target,999510101,TEST VESSEL,0.6133333333333333,0.525,-38.04125,144.86298104161864,12.0,270.0,270.0,1,,danger,1.2412670766236366e-16,183.99999999999994,synthetic,,,,,60,0,False,False
,,0,27.0,,own,999510000,OWN SHIP,0.0,0.0675,-38.048874999999995,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,27.0,,target,999510101,TEST VESSEL,0.61,0.525,-38.04125,144.86291049247941,12.0,270.0,270.0,1,,danger,5.551115123125783e-17,183.0,synthetic,,,,,60,0,False,False
,,0,28.0,,own,999510000,OWN SHIP,0.0,0.07,-38.04883333333333,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,28.0,,target,999510101,TEST VESSEL,0.6066666666666666,0.525,-38.04125,144.8628399433402,12.0,270.0,270.0,1,,danger,1.2412670766236366e-16,182.0,synthetic,,,,,60,0,False,False
,,0,29.0,,own,999510000,OWN SHIP,0.0,0.0725,-38.048791666666666,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,29.0,,target,999510101,TEST VESSEL,0.6033333333333333,0.525,-38.04125,144.86276939420097,12.0,270.0,270.0,1,,danger,0.0,180.99999999999997,synthetic,,,,,60,0,False,False
,,0,30.0,,own,999510000,OWN SHIP,0.0,0.075,-38.04875,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,30.0,,target,999510101,TEST VESSEL,0.6,0.525,-38.04125,144.86269884506171,12.0,270.0,270.0,1,,danger,0.0,179.99999999999997,synthetic,,,,,60,0,False,False
TEST - KEEP CLEAR OF MY VESSEL,999510000,0,30.0,,message,999510101,,,,,,,,,12,,,,,synthetic,,,,,,,False,False
,,0,31.0,,own,999510000,OWN SHIP,0.0,0.0775,-38.04870833333333,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,31.0,,target,999510101,TEST VESSEL,0.5966666666666666,0.525,-38.04125,144.8626282959225,12.0,270.0,270.0,1,,danger,0.0,178.99999999999997,synthetic,,,,,60,0,False,False
,,0,32.0,,own,999510000,OWN SHIP,0.0,0.08,-38.04866666666666,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,32.0,,target,999510101,TEST VESSEL,0.5933333333333333,0.525,-38.04125,144.86255774678327,12.0,270.0,270.0,1,,danger,0.0,177.99999999999997,synthetic,,,,,60,0,False,False
,,0,33.0,,own,999510000,OWN SHIP,0.0,0.0825,-38.048624999999994,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,33.0,,target,999510101,TEST VESSEL,0.59,0.525,-38.04125,144.86248719764401,12.0,270.0,270.0,1,,danger,1.2412670766236366e-16,176.99999999999994,synthetic,,,,,60,0,False,False
,,0,34.0,,own,999510000,OWN SHIP,0.0,0.085,-38.04858333333333,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,34.0,,target,999510101,TEST VESSEL,0.5866666666666667,0.525,-38.04125,144.8624166485048,12.0,270.0,270.0,1,,danger,5.551115123125783e-17,176.0,synthetic,,,,,60,0,False,False
,,0,35.0,,own,999510000,OWN SHIP,0.0,0.08750000000000001,-38.048541666666665,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,35.0,,target,999510101,TEST VESSEL,0.5833333333333333,0.525,-38.04125,144.86234609936557,12.0,270.0,270.0,1,,danger,0.0,174.99999999999997,synthetic,,,,,60,0,False,False
,,0,36.0,,own,999510000,OWN SHIP,0.0,0.09,-38.0485,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,36.0,,target,999510101,TEST VESSEL,0.58,0.525,-38.04125,144.86227555022634,12.0,270.0,270.0,1,,danger,1.2412670766236366e-16,174.0,synthetic,,,,,60,0,False,False
,,0,37.0,,own,999510000,OWN SHIP,0.0,0.0925,-38.04845833333333,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,37.0,,target,999510101,TEST VESSEL,0.5766666666666667,0.525,-38.04125,144.8622050010871,12.0,270.0,270.0,1,,danger,0.0,172.99999999999997,synthetic,,,,,60,0,False,False
,,0,38.0,,own,999510000,OWN SHIP,0.0,0.095,-38.04841666666666,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,38.0,,target,999510101,TEST VESSEL,0.5733333333333333,0.525,-38.04125,144.86213445194787,12.0,270.0,270.0,1,,danger,5.551115123125783e-17,171.99999999999997,synthetic,,,,,60,0,False,False
,,0,39.0,,own,999510000,OWN SHIP,0.0,0.0975,-38.048375,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,39.0,,target,999510101,TEST VESSEL,0.57,0.525,-38.04125,144.86206390280864,12.0,270.0,270.0,1,,danger,0.0,170.99999999999997,synthetic,,,,,60,0,False,False
,,0,40.0,,own,999510000,OWN SHIP,0.0,0.1,-38.04833333333333,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,40.0,,target,999510101,TEST VESSEL,0.5666666666666667,0.525,-38.04125,144.86199335366942,12.0,270.0,270.0,1,,danger,5.551115123125783e-17,170.0,synthetic,,,,,60,0,False,False
,,0,41.0,,own,999510000,OWN SHIP,0.0,0.10250000000000001,-38.048291666666664,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,41.0,,target,999510101,TEST VESSEL,0.5633333333333332,0.525,-38.04125,144.86192280453017,12.0,270.0,270.0,1,,danger,1.2412670766236366e-16,168.99999999999994,synthetic,,,,,60,0,False,False
,,0,42.0,,own,999510000,OWN SHIP,0.0,0.105,-38.048249999999996,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,42.0,,target,999510101,TEST VESSEL,0.5599999999999999,0.525,-38.04125,144.86185225539094,12.0,270.0,270.0,1,,danger,1.2412670766236366e-16,168.0,synthetic,,,,,60,0,False,False
,,0,43.0,,own,999510000,OWN SHIP,0.0,0.1075,-38.04820833333333,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,43.0,,target,999510101,TEST VESSEL,0.5566666666666666,0.525,-38.04125,144.86178170625172,12.0,270.0,270.0,1,,danger,1.2412670766236366e-16,167.0,synthetic,,,,,60,0,False,False
,,0,44.0,,own,999510000,OWN SHIP,0.0,0.11,-38.04816666666667,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,44.0,,target,999510101,TEST VESSEL,0.5533333333333332,0.525,-38.04125,144.86171115711247,12.0,270.0,270.0,1,,danger,0.0,165.99999999999997,synthetic,,,,,60,0,False,False
,,0,45.0,,own,999510000,OWN SHIP,0.0,0.1125,-38.048125,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,45.0,,target,999510101,TEST VESSEL,0.5499999999999999,0.525,-38.04125,144.86164060797324,12.0,270.0,270.0,1,,danger,0.0,164.99999999999997,synthetic,,,,,60,0,False,False
,,0,46.0,,own,999510000,OWN SHIP,0.0,0.115,-38.04808333333333,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,46.0,,target,999510101,TEST VESSEL,0.5466666666666666,0.525,-38.04125,144.86157005883402,12.0,270.0,270.0,1,,danger,0.0,163.99999999999997,synthetic,,,,,60,0,False,False
,,0,47.0,,own,999510000,OWN SHIP,0.0,0.11750000000000001,-38.04804166666666,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,47.0,,target,999510101,TEST VESSEL,0.5433333333333332,0.525,-38.04125,144.8614995096948,12.0,270.0,270.0,1,,danger,0.0,162.99999999999997,synthetic,,,,,60,0,False,False
,,0,48.0,,own,999510000,OWN SHIP,0.0,0.12,-38.047999999999995,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,48.0,,target,999510101,TEST VESSEL,0.5399999999999999,0.525,-38.04125,144.86142896055554,12.0,270.0,270.0,1,,danger,0.0,161.99999999999997,synthetic,,,,,60,0,False,False
,,0,49.0,,own,999510000,OWN SHIP,0.0,0.1225,-38.047958333333334,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,49.0,,target,999510101,TEST VESSEL,0.5366666666666666,0.525,-38.04125,144.86135841141632,12.0,270.0,270.0,1,,danger,0.0,160.99999999999997,synthetic,,,,,60,0,False,False
,,0,50.0,,own,999510000,OWN SHIP,0.0,0.125,-38.047916666666666,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,50.0,,target,999510101,TEST VESSEL,0.5333333333333332,0.525,-38.04125,144.8612878622771,12.0,270.0,270.0,1,,danger,1.1102230246251565e-16,159.99999999999994,synthetic,,,,,60,0,False,False
TEST COMPLETE,,0,50.0,,message,999510101,,,,,,,,,14,,,,,synthetic,,,,,,,False,False
,,0,51.0,,own,999510000,OWN SHIP,0.0,0.1275,-38.047875,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,51.0,,target,999510101,TEST VESSEL,0.5299999999999999,0.525,-38.04125,144.86121731313784,12.0,270.0,270.0,1,,danger,1.2412670766236366e-16,159.0,synthetic,,,,,60,0,False,False
,,0,52.0,,own,999510000,OWN SHIP,0.0,0.13,-38.04783333333333,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,52.0,,target,999510101,TEST VESSEL,0.5266666666666666,0.525,-38.04125,144.86114676399862,12.0,270.0,270.0,1,,danger,1.2412670766236366e-16,158.0,synthetic,,,,,60,0,False,False
,,0,53.0,,own,999510000,OWN SHIP,0.0,0.1325,-38.04779166666666,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,53.0,,target,999510101,TEST VESSEL,0.5233333333333333,0.525,-38.04125,144.8610762148594,12.0,270.0,270.0,1,,danger,0.0,156.99999999999997,synthetic,,,,,60,0,False,False
,,0,54.0,,own,999510000,OWN SHIP,0.0,0.135,-38.04775,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,54.0,,target,999510101,TEST VESSEL,0.5199999999999999,0.525,-38.04125,144.86100566572017,12.0,270.0,270.0,1,,danger,0.0,155.99999999999997,synthetic,,,,,60,0,False,False
,,0,55.0,,own,999510000,OWN SHIP,0.0,0.1375,-38.04770833333333,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,55.0,,target,999510101,TEST VESSEL,0.5166666666666666,0.525,-38.04125,144.86093511658092,12.0,270.0,270.0,1,,danger,0.0,154.99999999999997,synthetic,,,,,60,0,False,False
,,0,56.0,,own,999510000,OWN SHIP,0.0,0.14,-38.047666666666665,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,56.0,,target,999510101,TEST VESSEL,0.5133333333333333,0.525,-38.04125,144.8608645674417,12.0,270.0,270.0,1,,danger,1.2412670766236366e-16,154.0,synthetic,,,,,60,0,False,False
,,0,57.0,,own,999510000,OWN SHIP,0.0,0.14250000000000002,-38.047625,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,57.0,,target,999510101,TEST VESSEL,0.51,0.525,-38.04125,144.86079401830247,12.0,270.0,270.0,1,,danger,1.1102230246251565e-16,152.99999999999997,synthetic,,,,,60,0,False,False
,,0,58.0,,own,999510000,OWN SHIP,0.0,0.145,-38.04758333333333,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,58.0,,target,999510101,TEST VESSEL,0.5066666666666666,0.525,-38.04125,144.86072346916325,12.0,270.0,270.0,1,,danger,0.0,151.99999999999997,synthetic,,,,,60,0,False,False
,,0,59.0,,own,999510000,OWN SHIP,0.0,0.1475,-38.04754166666666,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,59.0,,target,999510101,TEST VESSEL,0.5033333333333333,0.525,-38.04125,144.860652920024,12.0,270.0,270.0,1,,danger,1.1102230246251565e-16,151.0,synthetic,,,,,60,0,False,False
,,0,60.0,,own,999510000,OWN SHIP,0.0,0.15,-38.0475,144.85,9.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
,,0,60.0,,target,999510101,TEST VESSEL,0.49999999999999994,0.525,-38.04125,144.86058237088477,12.0,270.0,270.0,1,,danger,7.850462293418876e-17,150.0,synthetic,,,,,60,0,False,False
