time_sec,timestamp_utc,role,mmsi,name,x_nm,y_nm,lat,lon,sog_kn,cog_deg,heading_deg,message_type,expected_level,computed_level,cpa_nm,tcpa_sec,source,raw_aivdm,rx_signalpower_db,rx_ppm,rx_timestamp_raw
29.0,,target,999510401,OVERTAKEN,0.2,0.8644444444444445,-38.03559259259259,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,331.0,synthetic,,,,
30.0,,own,999510000,OWN SHIP,0.0,0.13333333333333333,-38.047777777777775,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
30.0,,target,999510401,OVERTAKEN,0.2,0.8666666666666667,-38.035555555555554,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,330.0,synthetic,,,,
31.0,,own,999510000,OWN SHIP,0.0,0.13777777777777778,-38.047703703703704,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
31.0,,target,999510401,OVERTAKEN,0.2,0.8688888888888889,-38.035518518518515,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,329.0,synthetic,,,,
32.0,,own,999510000,OWN SHIP,0.0,0.14222222222222222,-38.047629629629625,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
32.0,,target,999510401,OVERTAKEN,0.2,0.8711111111111112,-38.035481481481476,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,328.0,synthetic,,,,
33.0,,own,999510000,OWN SHIP,0.0,0.14666666666666667,-38.047555555555554,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
33.0,,target,999510401,OVERTAKEN,0.2,0.8733333333333334,-38.035444444444444,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,327.00000000000006,synthetic,,,,
34.0,,own,999510000,OWN SHIP,0.0,0.1511111111111111,-38.047481481481476,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
34.0,,target,999510401,OVERTAKEN,0.2,0.8755555555555556,-38.035407407407405,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,326.00000000000006,synthetic,,,,
35.0,,own,999510000,OWN SHIP,0.0,0.15555555555555556,-38.047407407407405,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
35.0,,target,999510401,OVERTAKEN,0.2,0.8777777777777778,-38.035370370370366,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,325.0,synthetic,,,,
36.0,,own,999510000,OWN SHIP,0.0,0.16,-38.04733333333333,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
36.0,,target,999510401,OVERTAKEN,0.2,0.88,-38.035333333333334,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,323.99999999999994,synthetic,,,,
37.0,,own,999510000,OWN SHIP,0.0,0.16444444444444445,-38.047259259259256,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
37.0,,target,999510401,OVERTAKEN,0.2,0.8822222222222222,-38.035296296296295,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,323.00000000000006,synthetic,,,,
38.0,,own,999510000,OWN SHIP,0.0,0.1688888888888889,-38.047185185185185,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
38.0,,target,999510401,OVERTAKEN,0.2,0.8844444444444445,-38.035259259259256,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,322.00000000000006,synthetic,,,,
39.0,,own,999510000,OWN SHIP,0.0,0.17333333333333334,-38.04711111111111,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
39.0,,target,999510401,OVERTAKEN,0.2,0.8866666666666667,-38.03522222222222,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,321.00000000000006,synthetic,,,,
40.0,,own,999510000,OWN SHIP,0.0,0.17777777777777778,-38.047037037037036,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
40.0,,target,999510401,OVERTAKEN,0.2,0.888888888888889,-38.035185185185185,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,320.0,synthetic,,,,
41.0,,own,999510000,OWN SHIP,0.0,0.18222222222222223,-38.04696296296296,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
41.0,,target,999510401,OVERTAKEN,0.2,0.8911111111111112,-38.035148148148146,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,319.0,synthetic,,,,
42.0,,own,999510000,OWN SHIP,0.0,0.18666666666666668,-38.04688888888889,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
42.0,,target,999510401,OVERTAKEN,0.2,0.8933333333333334,-38.03511111111111,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,318.00000000000006,synthetic,,,,
43.0,,own,999510000,OWN SHIP,0.0,0.19111111111111112,-38.04681481481481,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
43.0,,target,999510401,OVERTAKEN,0.2,0.8955555555555557,-38.035074074074075,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,317.00000000000006,synthetic,,,,
44.0,,own,999510000,OWN SHIP,0.0,0.19555555555555557,-38.04674074074074,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
44.0,,target,999510401,OVERTAKEN,0.2,0.8977777777777778,-38.035037037037036,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,316.0,synthetic,,,,
45.0,,own,999510000,OWN SHIP,0.0,0.2,-38.04666666666667,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
45.0,,target,999510401,OVERTAKEN,0.2,0.9,-38.035,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,315.0,synthetic,,,,
46.0,,own,999510000,OWN SHIP,0.0,0.20444444444444446,-38.04659259259259,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
46.0,,target,999510401,OVERTAKEN,0.2,0.9022222222222223,-38.03496296296296,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,314.0,synthetic,,,,
47.0,,own,999510000,OWN SHIP,0.0,0.2088888888888889,-38.04651851851852,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
47.0,,target,999510401,OVERTAKEN,0.2,0.9044444444444445,-38.034925925925926,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,313.0,synthetic,,,,
48.0,,own,999510000,OWN SHIP,0.0,0.21333333333333332,-38.04644444444444,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
48.0,,target,999510401,OVERTAKEN,0.2,0.9066666666666667,-38.03488888888889,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,312.0,synthetic,,,,
49.0,,own,999510000,OWN SHIP,0.0,0.21777777777777776,-38.04637037037037,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
49.0,,target,999510401,OVERTAKEN,0.2,0.908888888888889,-38.03485185185185,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,311.00000000000006,synthetic,,,,
50.0,,own,999510000,OWN SHIP,0.0,0.2222222222222222,-38.04629629629629,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
50.0,,target,999510401,OVERTAKEN,0.2,0.9111111111111112,-38.034814814814816,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,310.0,synthetic,,,,
51.0,,own,999510000,OWN SHIP,0.0,0.22666666666666666,-38.04622222222222,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
51.0,,target,999510401,OVERTAKEN,0.2,0.9133333333333333,-38.03477777777778,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,308.99999999999994,synthetic,,,,
52.0,,own,999510000,OWN SHIP,0.0,0.2311111111111111,-38.04614814814815,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
52.0,,target,999510401,OVERTAKEN,0.2,0.9155555555555556,-38.03474074074074,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,307.99999999999994,synthetic,,,,
53.0,,own,999510000,OWN SHIP,0.0,0.23555555555555555,-38.04607407407407,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
53.0,,target,999510401,OVERTAKEN,0.2,0.9177777777777778,-38.0347037037037,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,307.00000000000006,synthetic,,,,
54.0,,own,999510000,OWN SHIP,0.0,0.24,-38.046,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
54.0,,target,999510401,OVERTAKEN,0.2,0.92,-38.034666666666666,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,306.00000000000006,synthetic,,,,
55.0,,own,999510000,OWN SHIP,0.0,0.24444444444444444,-38.04592592592592,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
55.0,,target,999510401,OVERTAKEN,0.2,0.9222222222222223,-38.03462962962963,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,305.0,synthetic,,,,
56.0,,own,999510000,OWN SHIP,0.0,0.24888888888888888,-38.04585185185185,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
56.0,,target,999510401,OVERTAKEN,0.2,0.9244444444444445,-38.03459259259259,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,304.00000000000006,synthetic,,,,
57.0,,own,999510000,OWN SHIP,0.0,0.25333333333333335,-38.04577777777777,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
57.0,,target,999510401,OVERTAKEN,0.2,0.9266666666666667,-38.03455555555555,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,303.0,synthetic,,,,
58.0,,own,999510000,OWN SHIP,0.0,0.2577777777777778,-38.0457037037037,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
58.0,,target,999510401,OVERTAKEN,0.2,0.9288888888888889,-38.03451851851852,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,302.0,synthetic,,,,
59.0,,own,999510000,OWN SHIP,0.0,0.26222222222222225,-38.04562962962963,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
59.0,,target,999510401,OVERTAKEN,0.2,0.9311111111111112,-38.03448148148148,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,301.00000000000006,synthetic,,,,
60.0,,own,999510000,OWN SHIP,0.0,0.26666666666666666,-38.04555555555555,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
60.0,,target,999510401,OVERTAKEN,0.2,0.9333333333333333,-38.03444444444444,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,300.0,synthetic,,,,
61.0,,own,999510000,OWN SHIP,0.0,0.27111111111111114,-38.04548148148148,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
61.0,,target,999510401,OVERTAKEN,0.2,0.9355555555555556,-38.03440740740741,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,299.0,synthetic,,,,
62.0,,own,999510000,OWN SHIP,0.0,0.27555555555555555,-38.0454074074074,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
62.0,,target,999510401,OVERTAKEN,0.2,0.9377777777777778,-38.03437037037037,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,298.0,synthetic,,,,
63.0,,own,999510000,OWN SHIP,0.0,0.28,-38.04533333333333,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
63.0,,target,999510401,OVERTAKEN,0.2,0.9400000000000001,-38.03433333333333,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,297.0,synthetic,,,,
64.0,,own,999510000,OWN SHIP,0.0,0.28444444444444444,-38.045259259259254,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
64.0,,target,999510401,OVERTAKEN,0.2,0.9422222222222223,-38.03429629629629,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,296.0,synthetic,,,,
65.0,,own,999510000,OWN SHIP,0.0,0.28888888888888886,-38.04518518518518,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
65.0,,target,999510401,OVERTAKEN,0.2,0.9444444444444444,-38.03425925925926,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,295.0,synthetic,,,,
66.0,,own,999510000,OWN SHIP,0.0,0.29333333333333333,-38.04511111111111,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
66.0,,target,999510401,OVERTAKEN,0.2,0.9466666666666668,-38.03422222222222,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,294.00000000000006,synthetic,,,,
67.0,,own,999510000,OWN SHIP,0.0,0.29777777777777775,-38.045037037037034,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
67.0,,target,999510401,OVERTAKEN,0.2,0.9488888888888889,-38.03418518518518,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,293.00000000000006,synthetic,,,,
68.0,,own,999510000,OWN SHIP,0.0,0.3022222222222222,-38.04496296296296,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
68.0,,target,999510401,OVERTAKEN,0.2,0.9511111111111111,-38.03414814814815,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,291.99999999999994,synthetic,,,,
69.0,,own,999510000,OWN SHIP,0.0,0.30666666666666664,-38.044888888888885,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
69.0,,target,999510401,OVERTAKEN,0.2,0.9533333333333334,-38.03411111111111,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,291.00000000000006,synthetic,,,,
70.0,,own,999510000,OWN SHIP,0.0,0.3111111111111111,-38.04481481481481,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
70.0,,target,999510401,OVERTAKEN,0.2,0.9555555555555556,-38.03407407407407,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,290.0,synthetic,,,,
71.0,,own,999510000,OWN SHIP,0.0,0.31555555555555553,-38.044740740740735,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
71.0,,target,999510401,OVERTAKEN,0.2,0.9577777777777778,-38.03403703703703,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,289.0,synthetic,,,,
72.0,,own,999510000,OWN SHIP,0.0,0.32,-38.044666666666664,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
72.0,,target,999510401,OVERTAKEN,0.2,0.9600000000000001,-38.034,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,288.00000000000006,synthetic,,,,
73.0,,own,999510000,OWN SHIP,0.0,0.3244444444444444,-38.044592592592586,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
73.0,,target,999510401,OVERTAKEN,0.2,0.9622222222222223,-38.03396296296296,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,287.00000000000006,synthetic,,,,
74.0,,own,999510000,OWN SHIP,0.0,0.3288888888888889,-38.044518518518515,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
74.0,,target,999510401,OVERTAKEN,0.2,0.9644444444444444,-38.03392592592592,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,286.0,synthetic,,,,
75.0,,own,999510000,OWN SHIP,0.0,0.3333333333333333,-38.044444444444444,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
75.0,,target,999510401,OVERTAKEN,0.2,0.9666666666666667,-38.03388888888889,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,285.0,synthetic,,,,
76.0,,own,999510000,OWN SHIP,0.0,0.3377777777777778,-38.044370370370366,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
76.0,,target,999510401,OVERTAKEN,0.2,0.9688888888888889,-38.03385185185185,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,284.0,synthetic,,,,
77.0,,own,999510000,OWN SHIP,0.0,0.3422222222222222,-38.044296296296295,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
77.0,,target,999510401,OVERTAKEN,0.2,0.9711111111111111,-38.03381481481481,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,283.0,synthetic,,,,
78.0,,own,999510000,OWN SHIP,0.0,0.3466666666666667,-38.04422222222222,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
78.0,,target,999510401,OVERTAKEN,0.2,0.9733333333333334,-38.03377777777777,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,282.0,synthetic,,,,
79.0,,own,999510000,OWN SHIP,0.0,0.3511111111111111,-38.044148148148146,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
79.0,,target,999510401,OVERTAKEN,0.2,0.9755555555555556,-38.03374074074074,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,281.00000000000006,synthetic,,,,
80.0,,own,999510000,OWN SHIP,0.0,0.35555555555555557,-38.04407407407407,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
80.0,,target,999510401,OVERTAKEN,0.2,0.9777777777777779,-38.0337037037037,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,280.0,synthetic,,,,
81.0,,own,999510000,OWN SHIP,0.0,0.36,-38.044,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
81.0,,target,999510401,OVERTAKEN,0.2,0.98,-38.03366666666666,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,279.0,synthetic,,,,
82.0,,own,999510000,OWN SHIP,0.0,0.36444444444444446,-38.043925925925926,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
82.0,,target,999510401,OVERTAKEN,0.2,0.9822222222222223,-38.03362962962963,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,278.00000000000006,synthetic,,,,
83.0,,own,999510000,OWN SHIP,0.0,0.3688888888888889,-38.04385185185185,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
83.0,,target,999510401,OVERTAKEN,0.2,0.9844444444444445,-38.03359259259259,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,277.00000000000006,synthetic,,,,
84.0,,own,999510000,OWN SHIP,0.0,0.37333333333333335,-38.04377777777778,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
84.0,,target,999510401,OVERTAKEN,0.2,0.9866666666666667,-38.03355555555555,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,276.0,synthetic,,,,
85.0,,own,999510000,OWN SHIP,0.0,0.37777777777777777,-38.0437037037037,144.85,16.0,0.0,0.0,1,,,,,synthetic,,,,
85.0,,target,999510401,OVERTAKEN,0.2,0.9888888888888889,-38.03351851851851,144.8542329483539,8.0,0.0,0.0,18,caution,caution,0.2,275.00000000000006,synthetic,,,,
